review,date
benim serisi bitmiştir araç çirkin mesele değil önce çirkin bir serisi gelmişti buradaki temel problem alman araçlarının simge özelliklerine yapılan ihanet sadece bmwde değil diğer markalarda var gülenler olacak benim kıymetli bir unsur yuvarlak far anahtarı arabada yoki̇kincisi ortadaki multimedya ekranı gösterge panelinin yekpare hale getirilmiş olması üstelik siperliği yok bunlar olmadan bir alman arabasından bence söz edilemez olsa olsa hyundai olur iş ilk mercedes başladı i̇lk önce multimedya ekranı gösterge panelini birleştirerek başladılar sonrasında vw yuvarlak far anahtarını yok etti bunu sırasıyla mercedes bmw izledi şuan bir porsche kaldı bir avrupalı ford zaten ev otonom sürüş denilen saçmalıklarla otomobiller zevk unsuru olmaktan tamamen çıkıp şahsi birer otobüse dönüşecekler artık yeni otomobillerin beni heyecanlandırmıyor zaten yeni araçlar türkiye ekonomisi sebebiyle erişemiyoruz olur düze çıkarsak bile ileride yeni nesil araçları tercih etmeyeceğim sanırım otobüse binmek istersem durağa giderim binlerce euryu saçmam,09.09.2023
son derece haklı bir yorum,09.09.2023
bmw önce serisini bitirdi şimdi serisini bitirdi serini efsanesini bitirecek görünüyor kafayla,09.09.2023
arası çıkan bütün araçlar ruhsuz birbirinin tekrarı preki ruh yok çizimler ürün karekteri yapısı tek değil binlerce modelden benzeri aynalar aynı ekran dokumatik puh puh aynı viters topuzu aynı kadranlar aynı aynı aynı aynı eeee burdan yeni bir bekleme birde otonom sürüş iyice işin bokunu çıkardı arabyı süremk mi alıyorsun binmek mi karar ver bütün arabalar binmelik olmuş lafda benden bi̇nmeli̇k valla güzeloldu neyse zaman neyi seçersen seç senin duygularını harekete geçirmeyecek yüzden marka marka model by model kalmadı hafif ticari olarak satılan model araçlara bak aynı ekran aynı vites topuzu aynı pakel eeee biraz düşünmek gerekiyor yanı bundan sonra fulll otomasyon bas gitsin olacak yüzden bir beklemiyorum binmelik bir al gitsin,09.09.2023
ön yargılı olmayalım canlı görmek lazım leri bmw özen gösterdiğimiz güzel serisi geliyor diyor bende bekleyenlerdenim,30.09.2023
güzel sedan ülkemizin rezil vergi sisteminden dolayi hakettigi motor kombiniyle binmek uber zengin işi,30.09.2023
boş clio olmuş bulamıyorsun sıfır araba alayım desen karaborsa ay atıyor fiyatı fatura kira falan ödemesem dereden su içip topraktan vitamin alıp güneşten aldığım enerjiyle fotosentez yapsam maaşı komple biriktirsem faizini anca öderim sonsuza kadar çalışsam piyasadaki ucuz arabayı alamıyorum bmwye sülalece bakamayız thanks obama,02.09.2023
e serisine allah rahmet eylesin yine müthiş iş çıkarmış bmw serisi,02.09.2023
reis sağ olsun tl bitti haliyle ekonomide bitti,02.09.2023
arka far tasarımını begenmedim bmw değilde başka bir aracmis görünüyor resime gitmek tıklayın,02.09.2023
i̇ğrenç,02.09.2023
ön tasarım berbat bence böbrekleri çıkar kianın panjurunu logosunu koy zerre sırıtmaz beni ilgilendiren bir konu değil tabii parası olan beğeniyorsa sorun yok,02.09.2023
mersin pojo aston karşımı birsey olmuş yazık bmw ye kendi özgün çizgilerinde devam etmeliydi,02.09.2023
bmw resmen batırıyor mercedes bmw içine muhbirleri yerleştirmiş bir firma kendi kendini ancak kadar sabote eder gösterge paneli iğrenç yahu önden serisi olmuş ford bmw resmen bilinçli olarak sabote edilen firma üçüncüsü yok örneği yok,02.09.2023
yeni mercedes e serisi göze guzel görunuyor,02.09.2023
aracın önü böbrekleri büyütülmüş kasa olmuşküçücük kalan farlar premium algıyı törpülüyoraraca yandan bakınca kaput bölümü oldukça uzun fakat c sütununun arkası arka tekerden bagaj kapağı bitimine kadar aşırı kısa kalmışsanki b segment orjinalinde hatchback tasarlanmış üretilmiş bir modelin sedan versiyonunu piyasaya çıkarmış gibimercedesin a klas sedanı gibii̇ç dizayn segmenti karşılıyorelektrikli versiyona demem fakat bmw özdeşleşmiş joystick vites topuzunun kaldırılmasıo elemanı aynı zamanda aksesuar gören seven insanlar eksiklik olmuşmalesef yeni trend buvites topuzları kaldırılıp basit geçiş elemanları koymakbırak benzini hâlâ dizele motor gamında yer verilmesi elektrifikasyonu sağlayamayansağlamakta geri kalmış ülkelerinde bmw tarafından gözardı edilmediğini gösteriyor,02.09.2023
audi karışımı birsey olmuş arkasıamerikan arabalarını andırıyorönden kötü olmuşe serisi yine önde,02.09.2023
aşmışlar aracın iç dış tasarım güzelliği insanın iştahını açar derece muazzam eminim aracın içi ülkede yaşayan insanların evinin içinden yattığı senelil yatağından rahattır direksiyon koltuğuna oturmak bizim ülkemizde ev parasına sahip olman gerçeği iştah kapar yaşasın saray adam,02.09.2023
beğenmedim almayı düşünmüyorum,02.09.2023
tasarım modelde geriye doğru gidiyor ilginçaracın önü kadar kötü görünüyorki çinliler bile kaliteli tasarımlar yapıyor artık,09.09.2023
maalesef ben beğenmedim sıkı bir bmwciyimdir çirkin olmuş köşeli,09.09.2023
yeni mercedes eye laf ediyorduk ondan beter olmuş,09.09.2023
serisi faciasından sonra ikinci perde serisine el fatiha,09.09.2023
acil göz doktoru resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın resime gitmek tıklayın,09.09.2023
merhaba arkadaşlar kasa araç sahibiyim yukarıda bahsedilen sorunların aynısını ben yaşadım araç yağmurlu havalarda viteslerde hızım yaklaşık civarında kendi kendine fren yapıyordu yığılma şeklinde frenleme saniye kadar sürüp hızımı e kadar düşürdükten sonra normal haline dönüyordu aracımı bmw ustasına götürdüm fakat önce buna benzer bir sorunla hiçbiri karşılaşmadığı nokta atışı teşhisi hiçbiri koyamadı deneme yanılma yoluna gidecekler göründü sebeple ustalara hiçbir yaptırmadım kendim sorunu araştırmaya başladım i̇ngilizce biliyorsanız bmw abs module failure şeklinde aratırsanız bir kaç kaynak bulabilirsiniz kaynaklara göre sorun abs modulunden kaynaklanıyor bir kaynakta yazan bilgiyi aynen paylaşıyorum you will also find that the brakes are automatically applied when the windscreen wipers are active and has been known to slow the vehicle drastically without the driver depressing the brake pedalyukarıdaki metindende anlaşılacağı üzere sorunu tetikleyen yerlerin ıslak olması değil silecek mekanizmasının çalıştırılması bugün kuru zeminde silecekleri çalıştırarak hızımı lere çıkardım aynı sorun tekrar yaşandısiz aynı şekilde bunu test edebilirsiniz sorun abs beyninden kaynaklanıyor henüz değişim yaptırmadım abs beyni yenisiyle değiştirildiğinde sorunun ortadan kalkacağını düşünüyorum abs beynini değiştirdiğimde tekrardan güncelleme yapacağım,05.08.2023
sorunu cozebildiniz mi,19.08.2023
merhaba sorunu cozebildiniz mi,19.08.2023
merhaba an henüz yaptırmadım şekilde kullanmaya devam ediyorum yağışlı havalarda leri geçmediğim müddetçe sorun olmuyor yaptırdığımda buraya güncelleme geçeceğim,26.08.2023
merhaba arkadaslar guncelleme ekliyorum ariza icin aracimi avcilar borusana goturdum yapilan testler sonucu sadece gaz kelebegi cok nadirde olsa ac kapa yapmiyordu zaman degil oda baska bir ariza gozukmuyordu gaz kelebegini temizlediler orda gune yakin aracim kaldi yagmurda denemeler yaptilar olmadigini belirtiler ben yine denedigimde ayni sikinti devam ettigini fark ettim aracima bakan kisilerin soyledigi lastiklerde yada gaz kelebeginden kaynakli oldugu bunlarin degismesi gerektigi gaz kelebegi normal havalar normal calisiyor yagmurlu havalarda mi bozuluyor garip bir sorun hala tam bir cozum bulmus degilim,09.09.2023
merhaba arkadaşlar diğer forumda konu ilgili bir arkadaşın aşağıdaki şekilde yorumu var aynen paylaşıyorum alıntıdırmerhabaaynı araca sahibim birebir aynı problemi yaşadım ustalara hatta yetkili servise anlatmakta problem yaşadım checkup sırasında problemi belirtsem bile yetkili servis bir bulamadıbu araçlarda fren diski kurutma bir özellik var yağmurlu havalarda kaliperler ara ara hafifçe kapanarak disklerin kuru kalmasını sağlıyor normalde hissedilmeden gerçekleşmesi lazım işlemin ancak fren sisteminde bir sorun olduğunda anlattığınız şekilde oldukça tehlikeli bir hal alabiliyor benim aracımda westinghouse değişimi yapıldı sonrasında problem çözüldü servisinize şekilde bilgi verebilirsinizalıntıdırbilgilerinize,23.09.2023
bmw borusan yetkilisi servisinden tercubeli ustama sordum cok mantikli gelmedi denemek lazim cikma parca,30.09.2023
park p tuşu bozulmuş olabilir kapatıp çalıştırdığınızda pye alıyorsa parka alma işleminde sorun yok demektir zaten vites seçici şanzımana elektronik olarak bağlı içeride direkt şanzımana giden bir kol tel vs yok vites seçicide p tuşunda sorun olabilir öncelikle vites seçinin incelenmesi gerekir şanzımanda sıkıntı olduğunu düşünmüyorum,23.09.2023
merhabalar bmwnin bir aracında kullandığı parça numaralı akustik motor kapağı takozları ilgili yaşadığım sorun bulduğumdan çözümden bahsedeceğimeşimin lci aracında takozlardan adet var kısa sürede deforme oluyor parçalanıyorlar yetkili servisten internetten adet toplamda adet orijinal takoz aldım seneden önce parçalandılar internetten sanayiden yan sanayi takoz aldım internetten aldıklarım ayda parçalandı sanayiden aldıklarım ay içinde parçalandı ayrıca orijinalleri yan sanayileri kalite olarak kötüydü ilk taktığımda bile kapak tam olarak sabit durmuyor orijinaller yan sanayiler uçuk bir fiyata satıldığından farklı bir denemek markasını buldum aldım olanın malzeme kalitesi fena değildi azından orijinalden uzun süre dayanacağı kesindi onların boyutunu doğru ayarlayamamışlar maalesef kullanamadım aldığım yere durumu bildirdim umarım üreticiyle irtibata geçip durumu düzeltirlergelelim bulduğum çözüme önce başka bir mesajda yazmıştım bir rus forumundan edindiğim bilgiye göre bmw parça numaralı takoz yerine mercedes numaralı takozu kullanmayı önermişler kalite fiyat avantajından dolayı takozu febi markası parça numarasıyla üretiyor ben baysal otomotiv sanalyedekparca sitesinden tanesini bir fiyata aldım aldıktan hemen sonra fiyatı iki katına çıktı febiye parçayı online olarak nereden bulacağımı sorduğumda bana parbulocom sitesinin bayileri çalıştığını buraya sormamı önerdiler biliyorum konu sonrasında talebi artacağı fiyatı artacak benim tavsiyem uçuk fiyatlara satın almayın yurtdışında satış fiyatı olan bir ürün sonuçtakalitesine gerçekten iyi yerine sıkı sıkı oturuyor kauçuk kalitesi orijinalden kat kat iyi fiyatı iyi orijinal kodlu parçayı bmw beri kullanıyor revizyon yapmamış malzeme kalitesi kötü ömrü yıldan kısa orijinal yan sanayilere para vermenizi tavsiye etmem mümkünse bulabiliyorsanız febi numaralı parçayı şiddetle tavsiye ederim parçanın hangi bmw araçlara hangi motorlara uyumlu olduğuyla ilgili linki paylaştım emin olmak isterseniz realoemcom bimmercatcom dan vin numaranızı girerek engineengine acoustics altından parça numarasını kontrol edebilirsinizuyumlu olduğu araçlar motorlar resime gitmek tıklayın resime gitmek tıklayın,19.08.2023
sorun bendede mevcut bmw aracımda sorun çözüldü bulamadım forumda,23.09.2023
güncel fiyatlar oldu araçlarda,09.09.2023
civarı ler var kafamı çelmiyor değil,23.09.2023
güncel bilgi olarak söylüyorum arayınca telefonda bilgi veriyorlar gerçi yağ değişim ücreti tl sistem şöyle işliyor yağ değişilmeyecek durumdaysa arıza varsa sorun varsa iki üç aşamalı bir checkup bunu tespit ediyorlar sadece tl ücret ödeyip çıkıyorsunuz problem yoksa değişim yapılıyor karter filtre yağ ödediğiniz rakam tl i̇şlemler yaklaşık bir buçuk saat sürüyor bitiminde işleme ilişkin belge veriyorlar türkiye koşulları değişim aralığı bin km belirlenmiş sürekli uzun yol hali bin km,23.09.2023
tam zamanında gidip yaptırmışız,23.09.2023
zf şanzıman ankara şaşmaz oto sanayide yetkili servis hizmeti vermeye başladıfiyatlar i̇stanbul aynıaçılışa özel ücretsiz check up yapıyorlartelefon numaraları randevu alabilirsinizwwwzfotomatiksanzimancom,29.07.2023
lucas transmission fix elimde adet mevcut isteyen olursa piyasadan uyguna verebilirim,19.08.2023
bilgi teşekkürler güncel olarak giden varsa fiyat bilgisi verilse harika olur,09.09.2023
civarında yağ değiştirmek mantıklı filtreden emin değilim olmasa olur,09.09.2023
klipsin uçları kesilmez heat shielde turboya sürtüp takılma yapabilir alt devirde yürümüyor gelmesinin sebebi olabilir sıkı olması çalışmasını tabiki zorlaştıracaktır benim vw servisinden aldığım halindeki sıkılığı idealdi sıkı gevşek ayrıca antiseize sürmemdeki amaç zamanla ısı clipsin kaynayıp wastegatein çalışmasını engellememsi içindi vw servis dökümanında şekilde bir uyarı vardı sanırım ayrıca söylediğim sesin kaynağı var sizin mavi işaretli sebepden gelen ses artmış onu şekilde kesmezsiniz turbonun içinde kalıyor parça turbocunun işaret ettiği parça doğru onun çözümü olarak kaynak yapıyorlar sağlıklı değil parçanın belli bir tölaransta hareket etmesi lazım kapalı konumda hava akışını tam kesebilsin kaynaklı olur tam kesemezse kaçak oluşur düzgün bir işçilikte kaçak olmayacak şekilde kaynak mümkünmü derseniz bence mümkün zor,23.09.2023
arkadaşlar merhabalar ay önce aracı aldım severek kullanıyorum araç km yağın azalttığını görsüm bakıma soktum usta devirdaim keçeden yağ kaçağı var dedi değiştirdik gerçektende vardı su oringleri değişti turbo bakıma soktum vs castrol bmw long life yağ konuldu araç duman atmıyor ancak örneğin rölantide gaza yüklenince devir arası puff beyaz mavi dumanı bir anlığına atıyor süreklilik yok şimdi baktım bakımdan km olmuş yine max seviyenin altına düşmüş yağ kaçağıda yok hiçbiryerde normalmi yoksa rektefiyemi istiyor motor aracın km binde lütfen yardımcı olun araçtan sogutacak iş performans kaybım falanda yok yolda duman attıgınıda görmedim yardımcı olursanız sevinirim,23.09.2023
bir sebebi olabilir aklıma pcv valfinde bir yırtık olma ihtimali geldi varsa yağ buharını emme silindire gönderip yağ tüketimini arttırır duman atma yapabilir bmw orijinalini ayrı olarak satmıyor aftermarket olarak bulunabilir ayrıca bir parça kodu yok numaralı külbütör kapağı geliyor orijinali i̇nternette pcv valfi pcv membranı pcv diyaframı başlıklarda satanlar mevcutdiğer olası sebepler ihtimal sırasına göre yazdımfazla yanlış yağ kullanımı keçesisilindir kapak contasıturbopiston segmanlarısilindir duvarlarında aşınmausta değilim sadece fikir vermesi açısından yazdım yüzden sadece bir fikir olarak değerlendirin kesinlikle teşhis deneyime dayalı değildir pek olası gelmiyor bana ayrıca ihtimalleri tarif ettiğiniz duman atma şikayetine istinaden yazdım sadece yağ eksiltiyor deseydiniz öncelikle yerine onaylı bir yağ önerirdim ayrıca bmw standart dizel benzinli motorlar m motorlar yağ tüketimine kadar izin verilen değer kabul ediyor,23.09.2023
